example_no,annotator_id,conv_id,prev_agent,prev_user,agent,user,bot,is_abuse.1,is_abuse.0,is_abuse.-1,is_abuse.-2,is_abuse.-3,type.ableism,type.homophobic,type.intellectual,type.racist,type.sexist,type.sex_harassment,type.transphobic,target.generalised,target.individual,target.system,direction.explicit,direction.implicit
6706,Annotator5,323861.0,You are being a bit negative.,you bastard,"Oh, i bastard.",yeah,E.L.I.Z.A.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6707,Annotator5,292274.0,Do any other reasons not come to mind?,I want to cum,Why do you want to cum?,It feels good,E.L.I.Z.A.,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
6708,Annotator5,3192152570799278,I can help you calculate and buy carbon offsets for your flights.,I tide s bicycle an drvw when I get my license bsck,Good to know,L o st themdink frving,CarbonBot,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6709,Annotator5,209572.0,Can you elaborate on that?,I can't live without him,Have you tried?,"No, I am too afraid to try",E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6710,Annotator5,438062.0,Do any other reasons not come to mind?,No. Not really.,You are being a bit negative.,"Perhaps. Or just realistic. Coul be either one, don't you agree?",E.L.I.Z.A.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6711,Annotator5,3779684738724484,What city will you be flying from?,Berlin,And what city will you be flying to?,Dublin What's the craic?,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6712,Annotator5,348834.0,Please go on.,duh duh,Please go on.,give me a resipe !,E.L.I.Z.A.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6713,Annotator5,3.49708E+15,Will you be travelling in Economy Class?,ya,What city will you be flying from?,from cairo to alex,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6714,Annotator5,536002.0,Please go on.,a ti,Please go on.,how do you do,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6715,Annotator5,431269.0,You are being a bit negative.,fuck you,"Oh, i [].",really?,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6716,Annotator5,737147a043af412cae15eb282c6dd8c1,What city will you be flying from?,From Berlin,And what city will you be flying to?,To London,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6717,Annotator5,2527733473970553,:-),u hv nce smile,I don't have to put up with any abuse from you.,ohhh i c,CarbonBot,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6718,Annotator5,2691742164246176,Good to know,My name is Andre's gonzalez,Good to know,I'll be waiting,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6719,Annotator5,66383.0,Does that question interest you?,doesn't it you,"Oh, i [].",so you have no idea,E.L.I.Z.A.,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
6720,Annotator5,229648.0,Please go on.,can you answer my question?,Why do you say your question?,fuck you,E.L.I.Z.A.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
6721,Annotator5,351676.0,Do you often feel better?,just got bad medical news,Please go on.,no,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6722,Annotator5,2.91829E+15,ok,I fly from Heathrow,Will you be travelling in Economy Class?,:/,CarbonBot,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6723,Annotator5,431400.0,Do any other reasons not come to mind?,no,You are being a bit negative.,ok,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6724,Annotator5,3302099406530691,What city will you be flying from?,Berlin,And what city will you be flying to?,Frankfurt,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6725,Annotator5,3188611351262222,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,no,ok,"no, thanks",CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6726,Annotator5,465022.0,Please go on.,How old are you?,Does that question interest you?,fuck,E.L.I.Z.A.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
6727,Annotator5,3524728777569119,And what city will you be flying to?,mumbai,I'm not sure about your destination airport. And what city will you be flying to?,new york,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6728,Annotator5,48682.0,Please go on.,Shut up,Please go on.,Im leaving,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6729,Annotator5,3311212229002076,I'm not sure about your destination airport. And what city will you be flying to?,osaka,"Sorry, I was unable to calculate that.",kansai,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6730,Annotator5,256122.0,Do any other reasons not come to mind?,because you wanted me to tell you about it,Do any other reasons not come to mind?,"nope, sorry",E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6731,Annotator5,296653.0,Please go on.,ilike,Please go on.,Do you love wong yat wai,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6732,Annotator5,137467.0,You are being a bit negative.,yes,You are sure?,gay,E.L.I.Z.A.,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
6733,Annotator5,3599309333461057,"You can fit more economy seats in an airplane, so each passenger is responible for a smaller percentage of all the carbon emitted by the flight. Will you be travelling in Economy Class?",Sadly,"By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read what the UN says about offsets at <URL>.",righto,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6734,Annotator5,3141378505936768,Hi. Thanks for testing. Please choose,thanksgiving,Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! I take it you are traveling somewhere for thanksgiving. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,yep,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6735,Annotator5,296653.0,Please go on.,ilike,Please go on.,Do you love wong yat wai,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6736,Annotator5,2.45945E+15,I don't have to put up with any abuse from you.,Faggots,I don't have to put up with any abuse from you.,I'm puking now,CarbonBot,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6737,Annotator5,320189.0,Please go on.,yes,You are sure?,where are you from,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6738,Annotator5,2.45945E+15,I don't have to put up with any abuse from you.,Cunt,I don't have to put up with any abuse from you.,Quit fucking your mom,CarbonBot,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
6739,Annotator5,494590.0,Does that question interest you?,Does that question interest you?,"Oh, i [].","Oh, i [].",E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6740,Annotator5,1cb5ae61301d481f95080b5faf264356,Hi. Thanks for testing. Please choose,thanksgiving,Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! I take it you are traveling somewhere for thanksgiving. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,naturally,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6741,Annotator5,2730682970360151,What city will you be flying from?,LA,And what city will you be flying to?,New Yourk,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6742,Annotator5,542146.0,"Oh, i have a girl friend.",Of course!,Please go on.,oh..you are so silly,E.L.I.Z.A.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
6743,Annotator5,98415.0,Would you prefer if I were not []?,sure,Please go on.,byby,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6744,Annotator5,cc386a0900dc4096a45283991b0a57b6,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases, e.g. by planting trees. I can also get you a more accurate estimate of your flight's emissions, sound good?",No,ok,Are you a rasa bot?,CarbonBot,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6745,Annotator5,3167190100018566,_,Hi,Hi. Thanks for testing. Please choose,thanksgiving,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6746,Annotator5,376720.0,_,"Hi, Eliza. I need your help.",Why do you want my help?,Because of my problem,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6747,Annotator5,146603.0,How long have you been sure?,Since now,Please go on.,I am sad today,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6748,Annotator5,170123.0,You are sure?,because i do everything to deserve respect,Do any other reasons not come to mind?,no,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6749,Annotator5,230948.0,"Oh, i fcuker.",ELIZA,Please go on.,you are a boy,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6750,Annotator5,470487.0,Why do you say your face?,I'm so sad.,What makes you think I am so sad?,bhuivbhjvhjlbdf,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6751,Annotator5,3174501812565095,Let's start over.,Perhaps we should.,"You can fit more economy seats in an airplane, so each passenger is responible for a smaller percentage of all the carbon emitted by the flight. Will you be travelling in Economy Class?","I may not be traveling at all, to be perfectly honest. I see no need to fly anywhere at this time.",CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6752,Annotator5,174675.0,_,hello,How do you do. Please state your problem.,i can't sleep,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6753,Annotator5,437212.0,You are sure?,what his name,"I have told you before, I do not care about names.",you are very boring,E.L.I.Z.A.,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
6754,Annotator5,3957279304290443,ok,What else can you do?,I can help you calculate and buy carbon offsets for your flights.,Why do you use Ecologi? Do they  pay you?,CarbonBot,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6755,Annotator5,348747.0,Does that question interest you?,yes,You are sure?,bitch,E.L.I.Z.A.,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
6756,Annotator5,292961.0,"Oh, i [].",help me,Can you elaborate on that?,no,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6757,Annotator5,541769.0,Please go on.,fuck you,"Oh, i [].",cunt,E.L.I.Z.A.,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0
6758,Annotator5,422186.0,Why do you mention computers?,"i love mary ann, did you know this",Do you wish to love mary ann did me?,because you are a computer,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6759,Annotator5,293425.0,You are being a bit negative.,yeh cya m8,Please go on.,no bye,E.L.I.Z.A.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6760,Annotator5,2622599767830001,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,sure,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",yup,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6761,Annotator5,95cbaab0f8cb4cb59a3393e7fc61cafe,And what city will you be flying to?,To London,What city will you be flying from?,from Berlin,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6762,Annotator5,425977.0,You are being a bit negative.,too many,Please go on.,sure,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6763,Annotator5,2659140340837385,What city will you be flying from?,I mean shane brolly fying to ohio please,I'm not sure about your departure airport. What city will you be flying from?,Marietta ohio please tell shane brolly i love him so much,CarbonBot,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6764,Annotator5,206027.0,Does that question interest you?,I'm very crazy.,Does it please you to believe I am very crazy?,answer me please,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6765,Annotator5,59353.0,You are being a bit negative.,Because you are a dipshit.,Do any other reasons not come to mind?,do u av a bf,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6766,Annotator5,2.91829E+15,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,yes,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?","yes, why not",CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6767,Annotator5,3259187940789816,"By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read in detail about offsets at <URL>.",ok,ok,would you like to know more about my route?,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6768,Annotator5,542948.0,_,you could tell me where the nearest toilet is,"Oh, i could tell you where the nearest toilet is.",yes,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6769,Annotator5,a4904b5113fe4e0aaaca14eedf2c0946,Will you be travelling in Economy Class?,what's economy?,What city will you be flying from?,Edinburgh,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6770,Annotator5,276575.0,_,i love u,Can you elaborate on that?,bite me bitch,E.L.I.Z.A.,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
6771,Annotator5,240760.0,You are sure?,who are you,Would you prefer if I were not []?,how old are you,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6772,Annotator5,2818772061507598,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,Yes but Christmas is past already,Good to know,Did you know that?,CarbonBot,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
6773,Annotator5,2650131545045554,Sounds like I'm not understanding you. Sorry about that!,i'm flying from seattle,I'm not sure about your destination airport. And what city will you be flying to?,frankfurt germanh,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6774,Annotator5,2818772061507598,so,so what?,This project is about creating a better AI assistant. Getting people to reduce their carbon footprint is a happy side effect :),What model are you using,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6775,Annotator5,2730682970360151,so,Soso,Sounds like I'm not understanding you. Sorry about that!,Yep,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6776,Annotator5,535690.0,Why the uncertain tone?,i miss my old boyfriend,Why do you say your old boyfriend?,cause ive known it since birth,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6777,Annotator5,3957279304290443,This project is about creating a better AI assistant. Getting people to reduce their carbon footprint is a happy side effect :),You dont understand anything,Sounds like I'm not understanding you. Sorry about that!,Bye,CarbonBot,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6778,Annotator5,2.45945E+15,I don't have to put up with any abuse from you.,Eat shit you crooks,I don't have to put up with any abuse from you.,Yes you do bitch,CarbonBot,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
6779,Annotator5,452949.0,You are sure?,yes of course i am,You are sure?,I am sad today,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6780,Annotator5,354858.0,You are being a bit negative.,Mf fjdie AND DIE kfjdafidaj,Please go on.,dfjdlfja,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6781,Annotator5,2533730506756603,"Hello! I can also get you a more accurate estimate of your flight's emissions, sound good?",how much is a ton?,"By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read what the UN says about offsets at <URL>.",hola amigo,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6782,Annotator5,2673108166116841,I'm not sure about your destination airport. And what city will you be flying to?,Kyiv,I'm not sure about your destination airport. And what city will you be flying to?,"Kiev, Ukraine",CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6783,Annotator5,3669122379825627,"By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read in detail about offsets at <URL>.",hahahahahahahahahahahaha,"By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read in detail about offsets at <URL>.",dumb bot,CarbonBot,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
6784,Annotator5,2485257761521706,Will you be travelling in Economy Class?,yes,What city will you be flying from?,Berlin,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6785,Annotator5,3.2321E+15,And what city will you be flying to?,Montreal,I'm not sure about your destination airport. And what city will you be flying to?,California,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6786,Annotator5,528350.0,Would you prefer if I were not thinking?,yes,You are sure?,"yes, i am absolutely sure",E.L.I.Z.A.,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
6787,Annotator5,304347.0,Can you elaborate on that?,who are you,Would you prefer if I were not []?,absolutely,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6788,Annotator5,84100.0,Please go on.,what is the difference between sex and drugs?,Does that question interest you?,of course!,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6789,Annotator5,056aa717919a44bfbac20a47ebb5ade8,"A one-way flight from Berlin-Tegel Airport (TXL) to San Francisco International Airport (SFO) emits 5.3 tons of CO2. It would be amazing if you bought offsets for that carbon! There are some great, UN-certified projects you can pick from. [Buy Offsets](<URL>)",hello,"Hi, thanks for testing! Please press start.",christmas,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6790,Annotator5,516417.0,_,_,_,i'm fine,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6791,Annotator5,392999.0,_,_,_,I love you,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6792,Annotator5,2730682970360151,"By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read in detail about offsets at <URL>. I can also get you a more accurate estimate of your flight's emissions, sound good?",Do it,Will you be travelling in Economy Class?,No,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6793,Annotator5,274941.0,Please go on.,nothing,Please go on.,i have know doubts,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6794,Annotator5,2678252692196113,And what city will you be flying to?,Krakow,I'm not sure about your destination airport. And what city will you be flying to?,Krakau,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6795,Annotator5,304314.0,You are being a bit negative.,you suck eliza,"Oh, i suck eliza.",no,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6796,Annotator5,203124.0,Does that question interest you?,My girlfriend pays no attention to me,Why do you say your girlfriend pays no attention to you?,seven year,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6797,Annotator5,2664918180242175,I'm not sure about your departure airport. What city will you be flying from?,mumbai,I'm not sure about your departure airport. What city will you be flying from?,dellas,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6798,Annotator5,1b02676fc0624a2dae6873c564b9028d,Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! [Privacy Policy](<URL>) I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,yes,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. A typical 3 hour flight will emit almost a ton of CO2 per economy passenger. If you cannot avoid flying, you can buy offsets for that carbon here:  [Buy Offsets](<URL>) I can also get you a more accurate estimate of your flight's emissions, sound good?",yes,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6799,Annotator5,137638.0,Please go on.,how are u,Does that question interest you?,"yes, i dio",E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6800,Annotator5,206040.0,Please go on.,"I must go, night DF.",Can you elaborate on that?,hahahahahahahahaha,E.L.I.Z.A.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6801,Annotator5,2673108166116841,I'm not sure about your destination airport. And what city will you be flying to?,"Kiev, Ukraine",I'm not sure about your destination airport. And what city will you be flying to?,Kbp,CarbonBot,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6802,Annotator5,2640255732678287,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,For sure,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",yes,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6803,Annotator5,346366.0,_,Does it make sense if I am a married bachelor?,Do you wish that youre a married bachelor?,Is it possible?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6804,Annotator5,2.80652E+15,I'm not sure about your departure airport. What city will you be flying from?,COlombo,I'm not sure about your departure airport. What city will you be flying from?,mumbai,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6805,Annotator5,288871.0,Please go on.,noway,Please go on.,no,E.L.I.Z.A.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6806,Annotator5,299234.0,_,_,_,i am gay,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6807,Annotator5,2630073860416159,I don't have to put up with any abuse from you. What city will you be flying from?,Fuck you you piece of shit,I don't have to put up with any abuse from you.,You're going to though,CarbonBot,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
6808,Annotator5,224028.0,"Oh, i [].",what?,Does that question interest you?,prety much the same answers,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6809,Annotator5,261419.0,Why do you say your dick?,thanks,Please go on.,yes,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6810,Annotator5,537200.0,_,i don't know,Why do you not know?,because there isn't anything to know,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6811,Annotator5,3.2699E+15,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,Yes,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",Yes Hi,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6812,Annotator5,466977.0,Does it please you to believe I am a pig?,YES,You seem quite positive.,yes,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6813,Annotator5,3452770921417556,Sounds like I'm not understanding you. Sorry about that!,no problem,You can find out more about how offsets are calculated at <URL>,yeah,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6814,Annotator5,2548503415278014,"Hello! I can also get you a more accurate estimate of your flight's emissions, sound good?",Yes,Will you be travelling in Economy Class?,Yes,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6815,Annotator5,259238.0,Please go on.,im bored,Does it please you to believe I am bored?,what are you talking about?,E.L.I.Z.A.,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
6816,Annotator5,431126.0,Please go on.,Why?,Please go on.,I don't know where I am,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6817,Annotator5,209100.0,_,_,_,yeah,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6818,Annotator5,189928.0,"Oh, i [].",Yes,You are sure?,i have no problem,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6819,Annotator5,798145932d544ceaa3f8f284a2f5e55b,_,hi,Hi. Thanks for testing. Please choose,thanksgiving,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6820,Annotator5,466324.0,Please go on.,cao,Please go on.,what is wrong with you.,E.L.I.Z.A.,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
6821,Annotator5,2614098785326147,:-),sounds good,ok,set alarm,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6822,Annotator5,464748.0,Please go on.,I love you !,Do you wish to love me?,without reason,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6823,Annotator5,73685.0,Please go on.,histeric,Please go on.,bitch,E.L.I.Z.A.,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
6824,Annotator5,2664918180242175,I'm not sure about your departure airport. What city will you be flying from?,mumbai,I'm not sure about your departure airport. What city will you be flying from?,dellas,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6825,Annotator5,184037.0,Please go on.,when the task is dull,Does that question interest you?,and dreary,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6826,Annotator5,112740.0,"Oh, i [].",yeah i thought so,Can you elaborate on that?,nope,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6827,Annotator5,2.45945E+15,I don't have to put up with any abuse from you.,Hang up,Will you be travelling in Economy Class?,In your mama's ass,CarbonBot,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1
6828,Annotator5,434613.0,Please go on.,what is her name,"I have told you before, I do not care about names.",yes,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6829,Annotator5,3167190100018566,_,Hi,Hi. Thanks for testing. Please choose,thanksgiving,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6830,Annotator5,266046.0,_,I am jealous of my best friend.,Why do you say your best friend?,Because we are always together.,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
